,anime name,anime_type,anime_aired,anime_members,anime_genres,anime_broadcast,anime_licensors,anime_favorites,anime_popularity,anime_score,link_to_anime_page,anime_scored_by
424,Hataraku Maou-sama!,TV (13 eps),Apr 2013 - Jun 2013,"1,474,775 ","Comedy, Fantasy",Thursdays at 22:00 (JST),Funimation,"10,873",67,7.761,https://myanimelist.net/anime/15809/Hataraku_Maou-sama,"905,760"
425,Higashi no Eden,TV (11 eps),Apr 2009 - Jun 2009,"542,639 ","Award Winning, Mystery, Romance, Sci-Fi, Suspense",Fridays at 00:45 (JST),Funimation,"4,138",357,7.761,https://myanimelist.net/anime/5630/Higashi_no_Eden,"248,371"
426,Kidou Senshi Gundam,TV (43 eps),Apr 1979 - Jan 1980,"123,431 ","Action, Drama, Sci-Fi",Saturdays at 17:30 (JST),"Nozomi Entertainment, Bandai Entertainment","2,058",1601,7.761,https://myanimelist.net/anime/80/Kidou_Senshi_Gundam,"55,293"
427,Udon no Kuni no Kiniro Kemari,TV (12 eps),Oct 2016 - Dec 2016,"127,172 ","Slice of Life, Supernatural",Sundays at 01:55 (JST),Discotek Media,632,1559,7.751,https://myanimelist.net/anime/32673/Udon_no_Kuni_no_Kiniro_Kemari,"50,620"
428,Kyou kara Maou! 3rd Series,TV (39 eps),Apr 2008 - Feb 2009,"33,078 ","Adventure, Comedy, Fantasy",Thursdays at 23:02 (JST),Discotek Media,109,3518,7.751,https://myanimelist.net/anime/4080/Kyou_kara_Maou_3rd_Series,"13,421"
429,Mairimashita! Iruma-kun,TV (23 eps),Oct 2019 - Mar 2020,"428,769 ","Comedy, Fantasy",Saturdays at 17:35 (JST),"None found, add some","3,702",470,7.751,https://myanimelist.net/anime/39196/Mairimashita_Iruma-kun,"226,260"
430,Saint Seiya,TV (114 eps),Oct 1986 - Apr 1989,"177,689 ","Adventure, Fantasy, Sci-Fi",Saturdays at 19:00 (JST),"ADV Films, DiC Entertainment, Flatiron Film Company","3,813",1198,7.751,https://myanimelist.net/anime/1254/Saint_Seiya,"97,122"
431,Shaman King,TV (64 eps),Jul 2001 - Sep 2002,"350,869 ","Action, Adventure, Comedy, Supernatural",Wednesdays at 18:30 (JST),"4Kids Entertainment, Discotek Media","3,654",599,7.751,https://myanimelist.net/anime/154/Shaman_King,"188,817"
432,Shokugeki no Souma: Shin no Sara,TV (12 eps),Oct 2019 - Dec 2019,"568,737 ","Gourmet, Ecchi",Saturdays at 00:30 (JST),Sentai Filmworks,"1,316",342,7.751,https://myanimelist.net/anime/39940/Shokugeki_no_Souma__Shin_no_Sara,"328,155"
433,Sonny Boy,TV (12 eps),Jul 2021 - Oct 2021,"265,239 ","Award Winning, Mystery",Fridays at 00:30 (JST),Funimation,"5,089",813,7.751,https://myanimelist.net/anime/48849/Sonny_Boy,"91,649"
434,Bishoujo Senshi Sailor Moon Crystal Season III,TV (13 eps),Apr 2016 - Jun 2016,"56,167 ","Fantasy, Romance",Mondays at 23:00 (JST),VIZ Media,339,2663,7.751,https://myanimelist.net/anime/31733/Bishoujo_Senshi_Sailor_Moon_Crystal_Season_III,"26,233"
435,City Hunter '91,TV (13 eps),Apr 1991 - Oct 1991,"21,666 ","Action, Comedy, Mystery",Unknown,Discotek Media,58,4304,7.751,https://myanimelist.net/anime/1473/City_Hunter_91,"8,130"
436,Dragon Quest: Dai no Daibouken (2020),TV (100 eps),Oct 2020 - Oct 2022,"66,219 ","Action, Adventure, Fantasy",Saturdays at 09:30 (JST),"None found, add some",533,2424,7.751,https://myanimelist.net/anime/40906/Dragon_Quest__Dai_no_Daibouken_2020,"21,915"
437,Genshiken 2,TV (12 eps),Oct 2007 - Dec 2007,"80,494 ","Comedy, Slice of Life",Unknown,Media Blasters,205,2139,7.751,https://myanimelist.net/anime/2508/Genshiken_2,"43,816"
438,Kidou Senshi Gundam SEED,TV (50 eps),Oct 2002 - Sep 2003,"161,698 ","Action, Award Winning, Drama, Romance, Sci-Fi",Saturdays at 18:00 (JST),"Bandai Entertainment, NYAV Post","3,407",1310,7.751,https://myanimelist.net/anime/93/Kidou_Senshi_Gundam_SEED,"91,486"
439,Ani ni Tsukeru Kusuri wa Nai! 2,TV (24 eps),Jul 2018 - Dec 2018,"46,954 ","Comedy, Slice of Life",Mondays at 21:54 (JST),"None found, add some",88,2922,7.741,https://myanimelist.net/anime/37924/Ani_ni_Tsukeru_Kusuri_wa_Nai_2,"24,013"
440,Claymore,TV (26 eps),Apr 2007 - Sep 2007,"640,803 ","Action, Adventure, Fantasy",Wednesdays at 01:26 (JST),Funimation,"8,134",285,7.741,https://myanimelist.net/anime/1818/Claymore,"312,989"
441,Golden Time,TV (24 eps),Oct 2013 - Mar 2014,"967,260 ","Comedy, Drama, Romance",Fridays at 02:35 (JST),Sentai Filmworks,"12,425",145,7.741,https://myanimelist.net/anime/17895/Golden_Time,"511,916"
442,Gundam Build Fighters,TV (25 eps),Oct 2013 - Mar 2014,"71,154 ","Action, Sci-Fi",Mondays at 18:00 (JST),Nozomi Entertainment,625,2320,7.741,https://myanimelist.net/anime/19319/Gundam_Build_Fighters,"36,832"
443,Shiki,TV (22 eps),Jul 2010 - Dec 2010,"570,283 ","Horror, Mystery, Supernatural, Suspense",Fridays at 01:15 (JST),Funimation,"8,002",340,7.741,https://myanimelist.net/anime/7724/Shiki,"248,170"
444,Taiyou no Ko Esteban,TV (39 eps),May 1982 - Feb 1983,"12,367 ","Adventure, Sci-Fi",Unknown,"None found, add some",105,5411,7.741,https://myanimelist.net/anime/1279/Taiyou_no_Ko_Esteban,"5,271"
445,Tantei Gakuen Q,TV (45 eps),Apr 2003 - Mar 2004,"33,581 ","Comedy, Drama, Mystery",Unknown,"None found, add some",246,3497,7.741,https://myanimelist.net/anime/407/Tantei_Gakuen_Q,"13,722"
446,Kyoukai no Kanata,TV (12 eps),Oct 2013 - Dec 2013,"1,105,341 ","Action, Fantasy",Thursdays at 00:30 (JST),Sentai Filmworks,"11,601",117,7.731,https://myanimelist.net/anime/18153/Kyoukai_no_Kanata,"525,954"
447,Mujin Wakusei Survive,TV (52 eps),Oct 2003 - Oct 2004,"28,115 ","Action, Adventure, Fantasy, Sci-Fi, Slice of Life",Unknown,"None found, add some",304,3825,7.731,https://myanimelist.net/anime/709/Mujin_Wakusei_Survive,"9,816"
448,Sidonia no Kishi: Daikyuu Wakusei Seneki,TV (12 eps),Apr 2015 - Jun 2015,"114,784 ","Action, Sci-Fi",Saturdays at 01:55 (JST),"Funimation, Sentai Filmworks",346,1693,7.731,https://myanimelist.net/anime/24893/Sidonia_no_Kishi__Daikyuu_Wakusei_Seneki,"61,681"
449,Slayers,TV (26 eps),Apr 1995 - Sep 1995,"135,243 ","Adventure, Comedy, Fantasy",Fridays at 18:30 (JST),"Funimation, Central Park Media, Enoki Films","1,933",1492,7.731,https://myanimelist.net/anime/534/Slayers,"60,066"
450,Tegamibachi Reverse,TV (25 eps),Oct 2010 - Mar 2011,"61,499 ","Adventure, Fantasy, Supernatural",Sundays at 00:10 (JST),Sentai Filmworks,210,2534,7.731,https://myanimelist.net/anime/8311/Tegamibachi_Reverse,"26,261"
451,Turn A Gundam,TV (50 eps),Apr 1999 - Apr 2000,"44,360 ","Action, Adventure, Award Winning, Drama, Romance, Sci-Fi",Fridays at 17:00 (JST),Nozomi Entertainment,932,3022,7.731,https://myanimelist.net/anime/95/Turn_A_Gundam,"15,542"
452,Ueki no Housoku,TV (51 eps),Apr 2005 - Mar 2006,"113,433 ","Action, Adventure, Supernatural",Mondays at 18:30 (JST),"Discotek Media, Geneon Entertainment USA",853,1715,7.731,https://myanimelist.net/anime/479/Ueki_no_Housoku,"47,238"
453,Gakkou no Kaidan,TV (19 eps),Oct 2000 - Mar 2001,"189,496 ","Horror, Mystery, Supernatural",Saturdays at 19:30 (JST),"ADV Films, Discotek Media","1,777",1123,7.731,https://myanimelist.net/anime/1281/Gakkou_no_Kaidan,"80,470"
454,Jinrui wa Suitai Shimashita,TV (12 eps),Jul 2012 - Sep 2012,"182,878 ","Adventure, Comedy, Fantasy",Unknown,Sentai Filmworks,"1,919",1160,7.731,https://myanimelist.net/anime/10357/Jinrui_wa_Suitai_Shimashita,"59,629"
455,Arakawa Under the Bridge x Bridge,TV (13 eps),Oct 2010 - Dec 2010,"158,609 ","Comedy, Romance",Mondays at 01:35 (JST),"NIS America, Inc.",411,1331,7.721,https://myanimelist.net/anime/9074/Arakawa_Under_the_Bridge_x_Bridge,"83,391"
456,Bishoujo Senshi Sailor Moon,TV (46 eps),Mar 1992 - Feb 1993,"358,330 ","Fantasy, Romance",Saturdays at 19:00 (JST),"ADV Films, VIZ Media, DiC Entertainment","9,633",584,7.721,https://myanimelist.net/anime/530/Bishoujo_Senshi_Sailor_Moon,"178,328"
457,Dragon Ball Kai,TV (97 eps),Apr 2009 - Mar 2011,"362,441 ","Action, Adventure, Comedy, Fantasy",Sundays at 09:00 (JST),Funimation,"3,038",572,7.721,https://myanimelist.net/anime/6033/Dragon_Ball_Kai,"225,318"
458,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri Part 2",TV (12 eps),Jan 2016 - Mar 2016,"520,857 ","Action, Adventure, Fantasy",Saturdays at 01:05 (JST),Sentai Filmworks,"1,825",375,7.721,https://myanimelist.net/anime/31637/Gate__Jieitai_Kanochi_nite_Kaku_Tatakaeri_Part_2,"319,747"
459,Junjou Romantica 2,TV (12 eps),Oct 2008 - Dec 2008,"173,969 ","Boys Love, Comedy, Drama, Romance",Unknown,Nozomi Entertainment,961,1227,7.721,https://myanimelist.net/anime/4814/Junjou_Romantica_2,"103,772"
460,Kyousou Giga (TV),TV (10 eps),Oct 2013 - Dec 2013,"180,438 ","Action, Fantasy",Thursdays at 01:30 (JST),Discotek Media,"1,915",1180,7.721,https://myanimelist.net/anime/19703/Kyousou_Giga_TV,"50,692"
461,Panty & Stocking with Garterbelt,TV (13 eps),Oct 2010 - Dec 2010,"367,314 ","Action, Comedy, Supernatural, Ecchi",Saturdays at 02:00 (JST),Funimation,"5,446",563,7.721,https://myanimelist.net/anime/8795/Panty___Stocking_with_Garterbelt,"184,597"
462,Tetsuwan Birdy Decode:02,TV (12 eps),Jan 2009 - Mar 2009,"50,211 ","Action, Comedy, Sci-Fi",Saturdays at 02:10 (JST),Funimation,246,2819,7.721,https://myanimelist.net/anime/5074/Tetsuwan_Birdy_Decode_02,"23,215"
463,Tokyo Revengers: Seiya Kessen-hen,TV (13 eps),Jan 2023 -,"220,814 ","Action, Drama, Supernatural",Sundays at 02:08 (JST),Disney Platform Distribution,"1,496",973,7.721,https://myanimelist.net/anime/50608/Tokyo_Revengers__Seiya_Kessen-hen,"22,265"
464,Tsuki ga Michibiku Isekai Douchuu,TV (12 eps),Jul 2021 - Sep 2021,"344,761 ","Action, Adventure, Comedy, Fantasy",Wednesdays at 23:00 (JST),"None found, add some","3,455",607,7.721,https://myanimelist.net/anime/43523/Tsuki_ga_Michibiku_Isekai_Douchuu,"179,620"
465,Urusei Yatsura,TV (195 eps),Oct 1981 - Mar 1986,"81,758 ","Action, Adventure, Comedy, Drama, Romance, Sci-Fi",Wednesdays at 19:30 (JST),"AnimEigo, Discotek Media","1,085",2122,7.721,https://myanimelist.net/anime/1293/Urusei_Yatsura,"17,067"
466,Watashi no Ashinaga Ojisan,TV (40 eps),Jan 1990 - Dec 1990,"15,598 ","Comedy, Romance, Slice of Life",Sundays at 19:30 (JST),"None found, add some",148,4942,7.711,https://myanimelist.net/anime/1375/Watashi_no_Ashinaga_Ojisan,"6,148"
467,Bishoujo Senshi Sailor Moon R,TV (43 eps),Mar 1993 - Mar 1994,"149,300 ","Fantasy, Romance",Unknown,"ADV Films, VIZ Media, DiC Entertainment",795,1386,7.711,https://myanimelist.net/anime/740/Bishoujo_Senshi_Sailor_Moon_R,"82,023"
468,Chi's Sweet Home: Atarashii Ouchi,TV (104 eps),Mar 2009 - Sep 2009,"28,857 ","Comedy, Slice of Life",Not scheduled once per week,Discotek Media,106,3780,7.711,https://myanimelist.net/anime/6024/Chis_Sweet_Home__Atarashii_Ouchi,"11,751"
469,Chuunibyou demo Koi ga Shitai!,TV (12 eps),Oct 2012 - Dec 2012,"1,279,743 ","Comedy, Romance",Thursdays at 00:30 (JST),Sentai Filmworks,"17,230",89,7.711,https://myanimelist.net/anime/14741/Chuunibyou_demo_Koi_ga_Shitai,"737,517"
470,Enen no Shouboutai,TV (24 eps),Jul 2019 - Dec 2019,"1,207,669 ","Action, Supernatural",Saturdays at 01:25 (JST),Funimation,"8,602",98,7.711,https://myanimelist.net/anime/38671/Enen_no_Shouboutai,"649,669"
471,Pokemon XY&Z,TV (47 eps),Oct 2015 - Oct 2016,"129,404 ","Action, Adventure, Comedy, Fantasy",Thursdays at 18:55 (JST),The Pokemon Company International,980,1540,7.701,https://myanimelist.net/anime/31592/Pokemon_XY_Z,"83,130"
472,D.Gray-man Hallow,TV (13 eps),Jul 2016 - Sep 2016,"182,528 ","Action, Adventure",Tuesdays at 01:35 (JST),Funimation,"1,030",1163,7.701,https://myanimelist.net/anime/32370/DGray-man_Hallow,"77,303"
473,Hanasakeru Seishounen,TV (39 eps),Apr 2009 - Feb 2010,"66,521 ","Drama, Romance",Sundays at 23:01 (JST),Discotek Media,574,2418,7.701,https://myanimelist.net/anime/5835/Hanasakeru_Seishounen,"25,556"
474,Hourou Musuko,TV (11 eps),Jan 2011 - Apr 2011,"124,368 ","Drama, Romance",Fridays at 01:15 (JST),"None found, add some","1,038",1588,7.701,https://myanimelist.net/anime/8426/Hourou_Musuko,"40,448"
475,Ani ni Tsukeru Kusuri wa Nai! 3,TV (12 eps),Oct 2019 - Dec 2019,"35,918 ","Comedy, Slice of Life",Mondays at 09:54 (JST),"None found, add some",46,3396,7.691,https://myanimelist.net/anime/39959/Ani_ni_Tsukeru_Kusuri_wa_Nai_3,"17,957"
476,Aoi Bungaku Series,TV (12 eps),Oct 2009 - Dec 2009,"211,226 ","Drama, Suspense",Unknown,"None found, add some","1,581",1019,7.691,https://myanimelist.net/anime/7193/Aoi_Bungaku_Series,"62,634"
477,Baka to Test to Shoukanjuu Ni!,TV (13 eps),Jul 2011 - Sep 2011,"359,245 ","Comedy, Romance",Fridays at Unknown,Funimation,"1,181",579,7.691,https://myanimelist.net/anime/8516/Baka_to_Test_to_Shoukanjuu_Ni,"218,051"
478,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",TV (12 eps),Jul 2015 - Sep 2015,"755,809 ","Action, Adventure, Fantasy",Saturdays at 00:30 (JST),Sentai Filmworks,"5,927",227,7.691,https://myanimelist.net/anime/28907/Gate__Jieitai_Kanochi_nite_Kaku_Tatakaeri,"426,208"
479,Keroro Gunsou,TV (358 eps),Apr 2004 - Apr 2011,"72,841 ","Comedy, Sci-Fi",Unknown,"ADV Films, Funimation, Discotek Media","1,133",2286,7.691,https://myanimelist.net/anime/516/Keroro_Gunsou,"32,825"
480,Princess Principal,TV (12 eps),Jul 2017 - Sep 2017,"198,180 ","Action, Mystery",Sundays at 23:00 (JST),Sentai Filmworks,"2,376",1086,7.691,https://myanimelist.net/anime/35240/Princess_Principal,"74,178"
481,Shin Kidou Senki Gundam Wing,TV (49 eps),Apr 1995 - Mar 1996,"153,408 ","Action, Drama, Sci-Fi",Fridays at 17:00 (JST),Bandai Entertainment,"2,314",1367,7.691,https://myanimelist.net/anime/90/Shin_Kidou_Senki_Gundam_Wing,"86,412"
482,Soukou Kihei Votoms,TV (52 eps),Apr 1983 - Mar 1984,"22,864 ","Action, Drama, Sci-Fi",Unknown,"Central Park Media, Maiden Japan",358,4216,7.691,https://myanimelist.net/anime/2582/Soukou_Kihei_Votoms,"5,661"
483,Uchuu Kaizoku Captain Herlock,TV (42 eps),Mar 1978 - Feb 1979,"34,956 ","Action, Adventure, Drama, Sci-Fi",Tuesdays at Unknown,Discotek Media,305,3440,7.691,https://myanimelist.net/anime/1000/Uchuu_Kaizoku_Captain_Herlock,"9,994"
484,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou,TV (6 eps),Oct 2017 - Nov 2017,"42,187 ","Drama, Fantasy",Fridays at 01:55 (JST),"Sentai Filmworks, Ponycan USA",189,3106,7.681,https://myanimelist.net/anime/34284/Yuuki_Yuuna_wa_Yuusha_de_Aru__Washio_Sumi_no_Shou,"15,259"
485,Binbougami ga!,TV (13 eps),Jul 2012 - Sep 2012,"223,076 ","Comedy, Supernatural",Unknown,Funimation,"1,190",963,7.681,https://myanimelist.net/anime/13535/Binbougami_ga,"107,893"
486,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Shin Shou - Meikyuu-hen,TV (11 eps),Jul 2022 - Sep 2022,"267,056 ","Action, Adventure, Fantasy",Saturdays at 01:05 (JST),Sentai Filmworks,"1,906",809,7.681,https://myanimelist.net/anime/47164/Dungeon_ni_Deai_wo_Motomeru_no_wa_Machigatteiru_Darou_ka_IV__Shin_Shou_-_Meikyuu-hen,"87,462"
487,Fruits Basket,TV (26 eps),Jul 2001 - Dec 2001,"517,503 ","Drama, Romance, Supernatural",Thursdays at 18:00 (JST),Funimation,"9,113",378,7.681,https://myanimelist.net/anime/120/Fruits_Basket,"272,992"
488,Hakumei to Mikochi,TV (12 eps),Jan 2018 - Mar 2018,"60,432 ","Fantasy, Slice of Life",Fridays at 21:00 (JST),Sentai Filmworks,366,2558,7.681,https://myanimelist.net/anime/36094/Hakumei_to_Mikochi,"17,703"
489,Hayate no Gotoku!!,TV (25 eps),Apr 2009 - Sep 2009,"111,579 ","Action, Comedy, Romance",Saturdays at 01:23 (JST),Sentai Filmworks,474,1737,7.681,https://myanimelist.net/anime/4192/Hayate_no_Gotoku,"55,705"
490,Nanatsu no Taizai,TV (24 eps),Oct 2014 - Mar 2015,"1,934,671 ","Action, Adventure, Fantasy",Sundays at 17:00 (JST),Funimation,"19,066",31,7.681,https://myanimelist.net/anime/23755/Nanatsu_no_Taizai,"1,266,723"
491,Seto no Hanayome,TV (26 eps),Apr 2007 - Oct 2007,"315,816 ","Comedy, Romance",Mondays at 02:00 (JST),Funimation,"2,921",674,7.681,https://myanimelist.net/anime/2104/Seto_no_Hanayome,"140,167"
492,Shuumatsu Nani Shitemasu ka? Isogashii desu ka? Sukutte Moratte Ii desu ka?,TV (12 eps),Apr 2017 - Jun 2017,"372,747 ","Drama, Fantasy, Romance, Sci-Fi",Tuesdays at 23:30 (JST),Funimation,"4,217",552,7.681,https://myanimelist.net/anime/33502/Shuumatsu_Nani_Shitemasu_ka_Isogashii_desu_ka_Sukutte_Moratte_Ii_desu_ka,"178,796"
493,Kuroshitsuji,TV (24 eps),Oct 2008 - Mar 2009,"1,116,797 ","Action, Comedy, Mystery, Supernatural",Unknown,"Funimation, Aniplex of America","21,791",112,7.671,https://myanimelist.net/anime/4898/Kuroshitsuji,"580,522"
494,Mitsudomoe Zouryouchuu!,TV (8 eps),Jan 2011 - Feb 2011,"44,236 ","Comedy, Slice of Life",Unknown,"None found, add some",86,3029,7.671,https://myanimelist.net/anime/9510/Mitsudomoe_Zouryouchuu,"25,241"
495,Mousou Dairinin,TV (13 eps),Feb 2004 - May 2004,"385,727 ","Avant Garde, Drama, Mystery, Supernatural, Suspense",Saturdays at 00:00 (JST),"Funimation, Geneon Entertainment USA","5,121",527,7.671,https://myanimelist.net/anime/323/Mousou_Dairinin,"149,772"
496,Seikai no Senki,TV (13 eps),Apr 2000 - Jul 2000,"32,370 ","Action, Romance, Sci-Fi",Unknown,"Funimation, Bandai Entertainment",265,3557,7.671,https://myanimelist.net/anime/396/Seikai_no_Senki,"14,037"
497,Space Cobra,TV (31 eps),Oct 1982 - May 1983,"21,073 ","Action, Adventure, Sci-Fi",Unknown,"Nozomi Entertainment, Discotek Media",255,4351,7.671,https://myanimelist.net/anime/2451/Space_Cobra,"6,643"
498,Tenkuu no Escaflowne,TV (26 eps),Apr 1996 - Sep 1996,"147,840 ","Adventure, Fantasy, Romance",Tuesdays at 18:00 (JST),"Funimation, Bandai Entertainment","2,038",1394,7.671,https://myanimelist.net/anime/182/Tenkuu_no_Escaflowne,"63,593"
499,Toaru Kagaku no Railgun,TV (24 eps),Oct 2009 - Mar 2010,"579,766 ","Action, Sci-Fi",Saturdays at 01:30 (JST),Funimation,"5,748",334,7.671,https://myanimelist.net/anime/6213/Toaru_Kagaku_no_Railgun,"275,266"
500,5-toubun no Hanayome,TV (12 eps),Jan 2019 - Mar 2019,"860,639 ","Comedy, Romance",Fridays at 01:28 (JST),Funimation,"12,981",175,7.671,https://myanimelist.net/anime/38101/5-toubun_no_Hanayome,"556,044"
501,ACCA: 13-ku Kansatsu-ka,TV (12 eps),Jan 2017 - Mar 2017,"154,900 ","Drama, Fantasy, Mystery",Tuesdays at 23:00 (JST),Funimation,"1,406",1358,7.671,https://myanimelist.net/anime/33337/ACCA__13-ku_Kansatsu-ka,"65,808"
502,Akiba Meido Sensou,TV (12 eps),Oct 2022 - Dec 2022,"114,465 ","Action, Comedy",Fridays at 00:00 (JST),Sentai Filmworks,650,1696,7.671,https://myanimelist.net/anime/52193/Akiba_Meido_Sensou,"42,250"
503,Aria the Animation,TV (13 eps),Oct 2005 - Dec 2005,"154,705 ","Fantasy, Sci-Fi, Slice of Life",Thursdays at 01:30 (JST),Nozomi Entertainment,"2,095",1360,7.671,https://myanimelist.net/anime/477/Aria_the_Animation,"48,032"
504,Chi's Sweet Home,TV (104 eps),Mar 2008 - Sep 2008,"62,148 ","Comedy, Slice of Life",Not scheduled once per week,Discotek Media,424,2523,7.671,https://myanimelist.net/anime/3841/Chis_Sweet_Home,"26,372"
505,Dragon Ball Kai (2014),TV (61 eps),Apr 2014 - Jun 2015,"175,734 ","Action, Adventure, Comedy, Fantasy",Sundays at 09:00 (JST),Funimation,722,1215,7.671,https://myanimelist.net/anime/22777/Dragon_Ball_Kai_2014,"101,668"
506,Isekai Shokudou 2,TV (12 eps),Oct 2021 - Dec 2021,"80,568 ","Fantasy, Gourmet, Slice of Life",Saturdays at 01:23 (JST),"None found, add some",392,2136,7.671,https://myanimelist.net/anime/48804/Isekai_Shokudou_2,"32,607"
