anime name,anime_type,anime_aired,anime_members,anime_genres,anime_broadcast,anime_licensors,anime_favorites,anime_popularity,anime_score,link_to_anime_page,anime_scored_by,anime_season_aired,anime_year_aired
Fune wo Amu,TV (11 eps),Oct 2016 - Dec 2016,114279,"Award Winning, Drama, Romance",Fridays at 00:55 (JST),Discotek Media,466,1703,7.621,https://myanimelist.net/anime/32948/Fune_wo_Amu,39603,fall,2016 
"Ima, Soko ni Iru Boku",TV (13 eps),Oct 1999 - Jan 2000,135393,"Adventure, Drama, Fantasy, Sci-Fi",Thursdays at 19:00 (JST),"ADV Films, Central Park Media",1131,1489,7.621,https://myanimelist.net/anime/160/Ima_Soko_ni_Iru_Boku,39920,fall,1999 
Jigoku Shoujo Mitsuganae,TV (26 eps),Oct 2008 - Apr 2009,99368,"Mystery, Supernatural",Saturdays at 17:00 (JST),Sentai Filmworks,269,1875,7.621,https://myanimelist.net/anime/3713/Jigoku_Shoujo_Mitsuganae,40833,fall,2008 
Prison School,TV (12 eps),Jul 2015 - Sep 2015,946089,"Comedy, Romance, Ecchi",Saturdays at 01:05 (JST),Funimation,6971,150,7.611,https://myanimelist.net/anime/30240/Prison_School,560744,summer,2015 
Akudama Drive,TV (12 eps),Oct 2020 - Dec 2020,389990,"Action, Sci-Fi",Thursdays at 21:30 (JST),Funimation,3369,524,7.611,https://myanimelist.net/anime/41433/Akudama_Drive,180809,fall,2020 
Chibi Maruko-chan,TV (142 eps),Jan 1990 - Sep 1992,11428,"Comedy, Slice of Life",Unknown,"None found, add some",100,5581,7.611,https://myanimelist.net/anime/951/Chibi_Maruko-chan,5269,winter,1990 
"Fuufu Ijou, Koibito Miman.",TV (12 eps),Oct 2022 - Dec 2022,209009,"Comedy, Romance",Sundays at 22:00 (JST),"None found, add some",2011,1036,7.611,https://myanimelist.net/anime/50425/Fuufu_Ijou_Koibito_Miman,95254,fall,2022 
Gokinjo Monogatari,TV (50 eps),Sep 1995 - Sep 1996,22705,"Comedy, Drama, Romance",Unknown,"None found, add some",289,4223,7.611,https://myanimelist.net/anime/852/Gokinjo_Monogatari,4757,fall,1995 
Hana yori Dango,TV (51 eps),Sep 1996 - Aug 1997,58622,"Drama, Romance",Unknown,"VIZ Media, Discotek Media",756,2605,7.611,https://myanimelist.net/anime/106/Hana_yori_Dango,24022,fall,1996 
Kidou Senshi Gundam Unicorn RE:0096,TV (22 eps),Apr 2016 - Sep 2016,31819,"Action, Drama, Sci-Fi",Sundays at 07:00 (JST),NYAV Post,163,3587,7.611,https://myanimelist.net/anime/32792/Kidou_Senshi_Gundam_Unicorn_RE_0096,14356,spring,2016 
Kino no Tabi: The Beautiful World - The Animated Series,TV (12 eps),Oct 2017 - Dec 2017,191671,"Action, Adventure, Slice of Life",Fridays at 22:00 (JST),Funimation,986,1117,7.601,https://myanimelist.net/anime/35079/Kino_no_Tabi__The_Beautiful_World_-_The_Animated_Series,76661,fall,2017 
Romeo x Juliet,TV (24 eps),Apr 2007 - Sep 2007,177730,"Drama, Fantasy, Romance",Unknown,Funimation,1169,1197,7.591,https://myanimelist.net/anime/1699/Romeo_x_Juliet,72692,spring,2007 
Uchuu Senkan Yamato,TV (26 eps),Oct 1974 - Mar 1975,26484,"Action, Adventure, Award Winning, Drama, Sci-Fi",Sundays at 19:30 (JST),Voyager Entertainment,196,3925,7.591,https://myanimelist.net/anime/1650/Uchuu_Senkan_Yamato,6889,fall,1974 
Yama no Susume Third Season,TV (13 eps),Jul 2018 - Sep 2018,23756,"Adventure, Comedy, Slice of Life",Tuesdays at 01:40 (JST),"None found, add some",68,4151,7.591,https://myanimelist.net/anime/35672/Yama_no_Susume_Third_Season,9075,summer,2018 
Ajin Part 2,TV (13 eps),Oct 2016 - Dec 2016,281900,"Action, Horror, Mystery, Supernatural",Saturdays at 02:25 (JST),Sentai Filmworks,500,763,7.591,https://myanimelist.net/anime/33253/Ajin_Part_2,163402,fall,2016 
Ashita no Nadja,TV (50 eps),Feb 2003 - Jan 2004,30506,"Adventure, Drama, Romance",Sundays at 08:30 (JST),"None found, add some",254,3674,7.591,https://myanimelist.net/anime/1946/Ashita_no_Nadja,10841,fall,2003 
Chuuka Ichiban!,TV (52 eps),Apr 1997 - Sep 1998,18918,"Action, Comedy, Drama, Gourmet",Sundays at 19:30 (JST),"None found, add some",112,4578,7.591,https://myanimelist.net/anime/110/Chuuka_Ichiban,7971,spring,1997 
Ga-Rei: Zero,TV (12 eps),Oct 2008 - Dec 2008,231114,"Action, Supernatural, Suspense",Mondays at 00:00 (JST),Funimation,2824,931,7.591,https://myanimelist.net/anime/4725/Ga-Rei__Zero,93585,fall,2008 
Hoshiai no Sora,TV (12 eps),Oct 2019 - Dec 2019,187125,"Drama, Sports",Fridays at 01:58 (JST),Funimation,2120,1136,7.591,https://myanimelist.net/anime/37972/Hoshiai_no_Sora,77687,fall,2019 
Ani ni Tsukeru Kusuri wa Nai! 4,TV (12 eps),Oct 2020 - Dec 2020,25969,"Comedy, Slice of Life",Unknown,"None found, add some",30,3969,7.581,https://myanimelist.net/anime/42238/Ani_ni_Tsukeru_Kusuri_wa_Nai_4,11708,fall,2020 
Fairy Tail,TV (175 eps),Oct 2009 - Mar 2013,1654189,"Action, Adventure, Fantasy",Saturdays at 10:30 (JST),Funimation,45030,48,7.581,https://myanimelist.net/anime/6702/Fairy_Tail,966437,fall,2009 
Fukigen na Mononokean Tsuzuki,TV (13 eps),Jan 2019 - Mar 2019,48579,"Comedy, Supernatural",Saturdays at 21:00 (JST),Funimation,154,2878,7.581,https://myanimelist.net/anime/37958/Fukigen_na_Mononokean_Tsuzuki,20408,winter,2019 
GetBackers,TV (49 eps),Oct 2002 - Sep 2003,118420,"Action, Mystery, Supernatural",Saturdays at 17:30 (JST),"ADV Films, Sentai Filmworks",854,1656,7.581,https://myanimelist.net/anime/132/GetBackers,52573,fall,2002 
Log Horizon 2nd Season,TV (25 eps),Oct 2014 - Mar 2015,585362,"Action, Adventure, Fantasy",Saturdays at 17:30 (JST),"Funimation, Sentai Filmworks",1385,330,7.581,https://myanimelist.net/anime/23321/Log_Horizon_2nd_Season,326744,fall,2014 
Nisekoi,TV (20 eps),Jan 2014 - May 2014,1110327,"Comedy, Romance",Saturdays at 23:30 (JST),Aniplex of America,10590,115,7.581,https://myanimelist.net/anime/18897/Nisekoi,627927,winter,2014 
Noein: Mou Hitori no Kimi e,TV (24 eps),Oct 2005 - Mar 2006,88175,"Adventure, Drama, Sci-Fi",Wednesdays at 01:30 (JST),"Funimation, Manga Entertainment",715,2038,7.581,https://myanimelist.net/anime/584/Noein__Mou_Hitori_no_Kimi_e,29366,fall,2005 
Pokemon (2019),TV (136 eps),Nov 2019 - Dec 2022,77605,"Action, Adventure, Comedy, Fantasy",Fridays at 18:55 (JST),The Pokemon Company International,626,2198,7.581,https://myanimelist.net/anime/40351/Pokemon_2019,29211,fall,2019 
Radiant 2nd Season,TV (21 eps),Oct 2019 - Feb 2020,101470,"Action, Adventure, Fantasy",Wednesdays at 19:25 (JST),Funimation,234,1851,7.581,https://myanimelist.net/anime/39355/Radiant_2nd_Season,40933,fall,2019 
Senjou no Valkyria,TV (26 eps),Apr 2009 - Sep 2009,128347,"Action, Romance",Unknown,"None found, add some",607,1549,7.581,https://myanimelist.net/anime/5507/Senjou_no_Valkyria,53765,spring,2009 
Sword Art Online: Alicization - War of Underworld,TV (12 eps),Oct 2019 - Dec 2019,692596,"Action, Adventure, Fantasy",Sundays at 00:00 (JST),Aniplex of America,3480,253,7.581,https://myanimelist.net/anime/39597/Sword_Art_Online__Alicization_-_War_of_Underworld,411642,fall,2019 
Tensura Nikki: Tensei shitara Slime Datta Ken,TV (12 eps),Apr 2021 - Jun 2021,299854,"Comedy, Fantasy",Tuesdays at 23:00 (JST),"None found, add some",1966,718,7.581,https://myanimelist.net/anime/41488/Tensura_Nikki__Tensei_shitara_Slime_Datta_Ken,127421,spring,2021 
Tomo-chan wa Onnanoko!,TV (13 eps),Jan 2023 -,182941,"Comedy, Romance",Thursdays at 00:30 (JST),"None found, add some",917,1153,7.581,https://myanimelist.net/anime/52305/Tomo-chan_wa_Onnanoko,27137,winter,2023 
Tsubasa Chronicle 2nd Season,TV (26 eps),Apr 2006 - Nov 2006,114413,"Action, Adventure, Drama, Fantasy, Mystery, Romance, Supernatural",Saturdays at 18:25 (JST),Funimation,405,1698,7.581,https://myanimelist.net/anime/969/Tsubasa_Chronicle_2nd_Season,57954,spring,2006 
World Trigger,TV (73 eps),Oct 2014 - Apr 2016,392379,"Action, Sci-Fi, Supernatural",Sundays at 06:30 (JST),Sentai Filmworks,2622,519,7.581,https://myanimelist.net/anime/24405/World_Trigger,135712,fall,2014 
Yume-iro Pâtissière SP Professional,TV (13 eps),Oct 2010 - Dec 2010,39893,"Gourmet, Slice of Life",Unknown,Maiden Japan,152,3210,7.581,https://myanimelist.net/anime/9441/Yume-iro_P%C3%A2tissi%C3%A8re_SP_Professional,22398,fall,2010 
Tsurezure Children,TV (12 eps),Jul 2017 - Sep 2017,683332,"Comedy, Romance",Tuesdays at 23:15 (JST),Funimation,2610,261,7.571,https://myanimelist.net/anime/34902/Tsurezure_Children,370704,summer,2017 
Ushio to Tora (TV),TV (26 eps),Jul 2015 - Dec 2015,217188,"Action, Adventure, Comedy, Supernatural",Fridays at 22:30 (JST),Sentai Filmworks,655,994,7.571,https://myanimelist.net/anime/29854/Ushio_to_Tora_TV,96585,summer,2015 
Wakakusa Monogatari: Nan to Jo-sensei,TV (40 eps),Jan 1993 - Dec 1993,6230,"Drama, Slice of Life",Sundays at 19:30 (JST),"None found, add some",43,7134,7.571,https://myanimelist.net/anime/2558/Wakakusa_Monogatari__Nan_to_Jo-sensei,2481,winter,1993 
Yuru Yuri,TV (12 eps),Jul 2011 - Sep 2011,325439,"Award Winning, Comedy, Girls Love",Unknown,"NIS America, Inc.",4409,647,7.571,https://myanimelist.net/anime/10495/Yuru_Yuri,146910,summer,2011 
Arakawa Under the Bridge,TV (13 eps),Apr 2010 - Jun 2010,340463,"Comedy, Romance",Mondays at 01:35 (JST),"NIS America, Inc.",2305,619,7.571,https://myanimelist.net/anime/7647/Arakawa_Under_the_Bridge,148413,spring,2010 
Dragon Quest: Dai no Daibouken (TV),TV (46 eps),Oct 1991 - Sep 1992,22802,"Adventure, Comedy, Fantasy",Unknown,"None found, add some",107,4219,7.571,https://myanimelist.net/anime/2229/Dragon_Quest__Dai_no_Daibouken_TV,10568,fall,1991 
Fairy Tail: Final Series,TV (51 eps),Oct 2018 - Sep 2019,467969,"Action, Adventure, Fantasy",Sundays at 07:00 (JST),Funimation,4908,422,7.571,https://myanimelist.net/anime/35972/Fairy_Tail__Final_Series,227742,fall,2018 
Hakuouki: Hekketsuroku,TV (10 eps),Oct 2010 - Dec 2010,83734,"Action, Drama, Supernatural",Mondays at Unknown,Sentai Filmworks,488,2098,7.571,https://myanimelist.net/anime/9065/Hakuouki__Hekketsuroku,39532,fall,2010 
K: Return of Kings,TV (13 eps),Oct 2015 - Dec 2015,316976,"Action, Supernatural",Saturdays at 01:55 (JST),VIZ Media,1172,668,7.571,https://myanimelist.net/anime/27991/K__Return_of_Kings,150463,fall,2015 
Kidou Butouden G Gundam,TV (49 eps),Apr 1994 - Mar 1995,65537,"Adventure, Comedy, Drama, Romance, Sci-Fi, Sports",Fridays at 17:00 (JST),Bandai Entertainment,953,2433,7.571,https://myanimelist.net/anime/96/Kidou_Butouden_G_Gundam,35526,spring,1994 
No.6,TV (11 eps),Jul 2011 - Sep 2011,415509,"Action, Drama, Mystery, Sci-Fi",Fridays at 01:15 (JST),Sentai Filmworks,7189,489,7.571,https://myanimelist.net/anime/10161/No6,197248,summer,2011 
Tada-kun wa Koi wo Shinai,TV (13 eps),Apr 2018 - Jun 2018,275987,"Comedy, Romance",Thursdays at 21:00 (JST),Sentai Filmworks,1278,786,7.571,https://myanimelist.net/anime/36470/Tada-kun_wa_Koi_wo_Shinai,120951,spring,2018 
Tensei shitara Ken deshita,TV (12 eps),Oct 2022 - Dec 2022,201117,"Action, Fantasy",Wednesdays at 23:00 (JST),Sentai Filmworks,1282,1068,7.571,https://myanimelist.net/anime/49891/Tensei_shitara_Ken_deshita,86571,fall,2022 
Moyashimon,TV (11 eps),Oct 2007 - Dec 2007,70732,"Comedy, Gourmet, Supernatural",Unknown,"None found, add some",250,2327,7.561,https://myanimelist.net/anime/3001/Moyashimon,28030,fall,2007 
Shakugan no Shana II (Second),TV (24 eps),Oct 2007 - Mar 2008,300194,"Action, Drama, Fantasy, Romance",Fridays at 01:25 (JST),Funimation,989,716,7.561,https://myanimelist.net/anime/2787/Shakugan_no_Shana_II_Second,168334,fall,2007 
Sword Art Online: Alicization,TV (24 eps),Oct 2018 - Mar 2019,965394,"Action, Adventure, Fantasy",Sundays at 00:00 (JST),Aniplex of America,6933,148,7.561,https://myanimelist.net/anime/36474/Sword_Art_Online__Alicization,570543,fall,2018 
Tamayura: More Aggressive,TV (12 eps),Jul 2013 - Sep 2013,19728,"Comedy, Drama, Slice of Life",Wednesdays at 21:30 (JST),"None found, add some",70,4496,7.561,https://myanimelist.net/anime/15731/Tamayura__More_Aggressive,7131,summer,2013 
Yama no Susume Second Season,TV (24 eps),Jul 2014 - Dec 2014,33473,"Adventure, Comedy, Slice of Life",Wednesdays at 22:00 (JST),"None found, add some",155,3504,7.561,https://myanimelist.net/anime/21435/Yama_no_Susume_Second_Season,14144,summer,2014 
Yamada-kun to 7-nin no Majo,TV (12 eps),Apr 2015 - Jun 2015,739145,"Comedy, Mystery, Romance, Supernatural",Sundays at 23:30 (JST),"Funimation, Crunchyroll",3968,234,7.561,https://myanimelist.net/anime/28677/Yamada-kun_to_7-nin_no_Majo,420105,spring,2015 
Candy Candy,TV (115 eps),Oct 1976 - Feb 1979,28909,"Drama, Slice of Life",Unknown,"None found, add some",413,3777,7.561,https://myanimelist.net/anime/2800/Candy_Candy,13740,fall,1976 
Gugure! Kokkuri-san,TV (12 eps),Oct 2014 - Dec 2014,176103,"Comedy, Supernatural",Mondays at 01:05 (JST),Sentai Filmworks,1017,1210,7.561,https://myanimelist.net/anime/23251/Gugure_Kokkuri-san,77258,fall,2014 
Hokuto no Ken 2,TV (43 eps),Mar 1987 - Feb 1988,29470,"Action, Drama",Thursdays at 19:00 (JST),Discotek Media,127,3732,7.561,https://myanimelist.net/anime/1356/Hokuto_no_Ken_2,12754,fall,1987 
Itai no wa Iya nano de Bougyoryoku ni Kyokufuri Shitai to Omoimasu.,TV (12 eps),Jan 2020 - Mar 2020,474918,"Action, Adventure, Comedy, Fantasy",Wednesdays at 22:00 (JST),Funimation,3427,413,7.561,https://myanimelist.net/anime/38790/Itai_no_wa_Iya_nano_de_Bougyoryoku_ni_Kyokufuri_Shitai_to_Omoimasu,263962,winter,2020 
Jigoku Sensei Nube,TV (49 eps),Apr 1996 - Jun 1997,19314,"Adventure, Comedy, Horror, Romance, Supernatural",Saturdays at 19:00 (JST),"None found, add some",91,4543,7.561,https://myanimelist.net/anime/2012/Jigoku_Sensei_Nube,5990,spring,1996 
Kami no Tou,TV (13 eps),Apr 2020 - Jun 2020,843459,"Action, Adventure, Drama, Fantasy, Mystery",Thursdays at 00:30 (JST),VIZ Media,6051,180,7.561,https://myanimelist.net/anime/40221/Kami_no_Tou,491134,spring,2020 
Aa! Megami-sama! Sorezore no Tsubasa,TV (22 eps),Apr 2006 - Sep 2006,64331,"Comedy, Romance, Supernatural",Unknown,"ADV Films, Funimation, NYAV Post",161,2471,7.551,https://myanimelist.net/anime/880/Aa_Megami-sama_Sorezore_no_Tsubasa,34377,spring,2006 
Basilisk: Kouga Ninpou Chou,TV (24 eps),Apr 2005 - Sep 2005,179082,"Action, Adventure, Fantasy, Romance, Supernatural",Unknown,Funimation,1358,1186,7.551,https://myanimelist.net/anime/67/Basilisk__Kouga_Ninpou_Chou,75608,spring,2005 
Chuunibyou demo Koi ga Shitai! Ren,TV (12 eps),Jan 2014 - Mar 2014,700977,"Comedy, Romance",Thursdays at 00:30 (JST),Sentai Filmworks,2480,248,7.551,https://myanimelist.net/anime/18671/Chuunibyou_demo_Koi_ga_Shitai_Ren,422985,winter,2014 
Demi-chan wa Kataritai,TV (12 eps),Jan 2017 - Mar 2017,397324,"Comedy, Fantasy",Sundays at 00:00 (JST),"Funimation, Crunchyroll",1482,516,7.551,https://myanimelist.net/anime/33988/Demi-chan_wa_Kataritai,206636,winter,2017 
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,TV (13 eps),Apr 2015 - Jun 2015,1433285,"Action, Adventure, Fantasy",Saturdays at 01:05 (JST),Sentai Filmworks,11293,71,7.551,https://myanimelist.net/anime/28121/Dungeon_ni_Deai_wo_Motomeru_no_wa_Machigatteiru_Darou_ka,895799,spring,2015 
Gensoumaden Saiyuuki,TV (50 eps),Apr 2000 - Mar 2001,53138,"Action, Adventure, Comedy, Drama, Supernatural",Tuesdays at 18:30 (JST),ADV Films,773,2738,7.551,https://myanimelist.net/anime/129/Gensoumaden_Saiyuuki,20954,spring,2000 
Hungry Heart: Wild Striker,TV (52 eps),Sep 2002 - Sep 2003,23803,"Comedy, Slice of Life, Sports",Wednesdays at Unknown,"None found, add some",234,4146,7.551,https://myanimelist.net/anime/17/Hungry_Heart__Wild_Striker,12803,fall,2002 
Majo no Tabitabi,TV (12 eps),Oct 2020 - Dec 2020,357440,"Adventure, Fantasy",Fridays at 21:00 (JST),Funimation,3345,588,7.551,https://myanimelist.net/anime/40571/Majo_no_Tabitabi,162817,fall,2020 
Minami-ke Okaeri,TV (13 eps),Jan 2009 - Mar 2009,65071,"Comedy, Slice of Life",Mondays at 01:30 (JST),"None found, add some",54,2446,7.551,https://myanimelist.net/anime/5162/Minami-ke_Okaeri,34419,winter,2009 
Net-juu no Susume,TV (10 eps),Oct 2017 - Dec 2017,437230,"Comedy, Romance",Tuesdays at 01:40 (JST),Funimation,2231,453,7.551,https://myanimelist.net/anime/36038/Net-juu_no_Susume,231789,fall,2017 
Nijuu Mensou no Musume,TV (22 eps),Apr 2008 - Sep 2008,33429,"Action, Adventure, Mystery",Unknown,"None found, add some",159,3506,7.551,https://myanimelist.net/anime/3673/Nijuu_Mensou_no_Musume,11400,spring,2008 
Nobunaga Concerto,TV (10 eps),Jul 2014 - Sep 2014,56668,"Comedy, Romance",Unknown,"None found, add some",287,2652,7.551,https://myanimelist.net/anime/24135/Nobunaga_Concerto,22385,summer,2014 
Patapata Hikousen no Bouken,TV (26 eps),Jan 2002 - Jun 2002,7876,"Adventure, Sci-Fi",Unknown,"None found, add some",75,6518,7.551,https://myanimelist.net/anime/708/Patapata_Hikousen_no_Bouken,2305,winter,2002 
Re:Creators,TV (22 eps),Apr 2017 - Sep 2017,468091,"Action, Fantasy, Sci-Fi",Saturdays at 23:30 (JST),"None found, add some",3332,421,7.551,https://myanimelist.net/anime/34561/Re_Creators,184322,spring,2017 
Shoukoku no Altair,TV (24 eps),Jul 2017 - Dec 2017,73458,"Adventure, Drama, Fantasy",Saturdays at 02:25 (JST),"None found, add some",301,2279,7.551,https://myanimelist.net/anime/34547/Shoukoku_no_Altair,22599,summer,2017 
Shounen Onmyouji,TV (26 eps),Oct 2006 - Mar 2007,54100,"Action, Fantasy, Supernatural",Tuesdays at 02:30 (JST),"Funimation, Geneon Entertainment USA",267,2714,7.551,https://myanimelist.net/anime/1557/Shounen_Onmyouji,19495,fall,2006 
"Yondemasu yo, Azazel-san. Z",TV (13 eps),Apr 2013 - Jun 2013,36365,"Comedy, Supernatural",Unknown,Nozomi Entertainment,59,3371,7.551,https://myanimelist.net/anime/16241/Yondemasu_yo_Azazel-san_Z,19617,spring,2013 
Uchuu Patrol Luluco,TV (13 eps),Apr 2016 - Jun 2016,145619,"Action, Adventure, Comedy",Fridays at 22:30 (JST),"Funimation, Crunchyroll",1061,1414,7.541,https://myanimelist.net/anime/32681/Uchuu_Patrol_Luluco,71758,spring,2016 
Black Jack 21,TV (17 eps),Apr 2006 - Sep 2006,12887,"Action, Drama",Unknown,"None found, add some",60,5334,7.541,https://myanimelist.net/anime/2214/Black_Jack_21,4824,spring,2006 
Giant Killing,TV (26 eps),Apr 2010 - Sep 2010,67789,"Drama, Sports",Unknown,"None found, add some",364,2392,7.541,https://myanimelist.net/anime/7661/Giant_Killing,34059,spring,2010 
Kaitou Saint Tail,TV (43 eps),Oct 1995 - Sep 1996,19319,"Adventure, Romance",Thursdays at 19:30 (JST),"Discotek Media, Tokyopop",203,4542,7.541,https://myanimelist.net/anime/1567/Kaitou_Saint_Tail,7314,fall,1995 
Kimagure Orange☆Road,TV (48 eps),Apr 1987 - Mar 1988,44791,"Comedy, Drama, Romance",Mondays at 19:30 (JST),"AnimEigo, Discotek Media",582,3001,7.541,https://myanimelist.net/anime/1087/Kimagure_Orange%E2%98%86Road,12062,spring,1987 
Konjiki no Gash Bell!!,TV (150 eps),Apr 2003 - Mar 2006,119457,"Adventure, Comedy, Supernatural",Sundays at 09:00 (JST),"VIZ Media, Flatiron Film Company",1174,1643,7.541,https://myanimelist.net/anime/250/Konjiki_no_Gash_Bell,57840,spring,2003 
Mitsudomoe,TV (13 eps),Jul 2010 - Sep 2010,103324,"Comedy, Slice of Life",Unknown,"None found, add some",564,1833,7.541,https://myanimelist.net/anime/7627/Mitsudomoe,42556,summer,2010 
Shine Post,TV (12 eps),Jul 2022 - Oct 2022,19321,"Slice of Life, Supernatural",Wednesdays at 01:29 (JST),Sentai Filmworks,94,4539,7.551,https://myanimelist.net/anime/50221/Shine_Post,5282,summer,2022 
So Ra No Wo To,TV (12 eps),Jan 2010 - Mar 2010,155869,"Sci-Fi, Slice of Life",Tuesdays at 01:30 (JST),Nozomi Entertainment,1447,1350,7.541,https://myanimelist.net/anime/6802/So_Ra_No_Wo_To,53862,winter,2010 
Taiho Shichau zo (TV),TV (47 eps),Oct 1996 - Sep 1997,31141,"Action, Comedy",Unknown,AnimEigo,192,3631,7.541,https://myanimelist.net/anime/1372/Taiho_Shichau_zo_TV,9081,fall,1996 
Toaru Majutsu no Index II,TV (24 eps),Oct 2010 - Apr 2011,441149,"Action, Sci-Fi",Fridays at 23:30 (JST),Funimation,1719,450,7.541,https://myanimelist.net/anime/8937/Toaru_Majutsu_no_Index_II,240806,fall,2010 
Kyokou Suiri Season 2,TV (12 eps),Jan 2023 -,109996,"Mystery, Romance, Supernatural",Mondays at 01:05 (JST),"None found, add some",427,1755,7.531,https://myanimelist.net/anime/44204/Kyokou_Suiri_Season_2,6490,winter,2023 
Perrine Monogatari,TV (53 eps),Jan 1978 - Dec 1978,5676,"Drama, Slice of Life",Sundays at 19:30 (JST),"None found, add some",23,7400,7.531,https://myanimelist.net/anime/2549/Perrine_Monogatari,1355,winter,1978 
R.O.D: The TV,TV (26 eps),Sep 2003 - Mar 2004,67092,"Action, Adventure, Comedy, Drama, Sci-Fi",Not scheduled once per week,"Aniplex of America, Geneon Entertainment USA",406,2407,7.531,https://myanimelist.net/anime/209/ROD__The_TV,28148,fall,2003 
The Big O,TV (26 eps),Oct 1999 - Mar 2003,90459,"Action, Mystery, Sci-Fi",Unknown,"Bandai Entertainment, Sentai Filmworks",877,2001,7.531,https://myanimelist.net/anime/567/The_Big_O,36356,fall,1999 
Utawarerumono: Futari no Hakuoro,TV (28 eps),Jul 2022 - Dec 2022,31714,"Action, Drama, Fantasy",Sundays at 01:00 (JST),"None found, add some",155,3593,7.541,https://myanimelist.net/anime/40590/Utawarerumono__Futari_no_Hakuoro,4885,summer,2022 
Amaama to Inazuma,TV (12 eps),Jul 2016 - Sep 2016,298913,"Gourmet, Slice of Life",Tuesdays at 01:05 (JST),"None found, add some",1139,719,7.531,https://myanimelist.net/anime/32828/Amaama_to_Inazuma,132117,summer,2016 
Baka to Test to Shoukanjuu,TV (13 eps),Jan 2010 - Apr 2010,612742,"Comedy, Romance",Thursdays at 02:20 (JST),Funimation,5535,311,7.531,https://myanimelist.net/anime/6347/Baka_to_Test_to_Shoukanjuu,336071,winter,2010 
Hataraku Saibou Black,TV (13 eps),Jan 2021 - Mar 2021,209288,"Action, Drama",Sundays at 00:00 (JST),Aniplex of America,435,1035,7.531,https://myanimelist.net/anime/41694/Hataraku_Saibou_Black,71175,winter,2021 
Isshuukan Friends.,TV (12 eps),Apr 2014 - Jun 2014,300259,"Comedy, Slice of Life",Mondays at 00:00 (JST),Sentai Filmworks,1206,715,7.531,https://myanimelist.net/anime/21327/Isshuukan_Friends,141743,spring,2014 
